,Age,Gender,Class,Joined,Married,Fare,Survived
446,16.0,Male,C3,Queenstown,0.0,7.0,0
447,25.0,Male,C2,Cherbourg,0.0,41.0,0
448,29.0,Male,C3,Southampton,1.0,9.0,0
449,5.0,Male,C3,Southampton,0.0,25.0,0
450,3.0,Female,C3,Southampton,0.0,25.0,0
451,8.0,Female,C3,Southampton,0.0,25.0,0
452,12.0,Female,C3,Southampton,0.0,25.0,0
453,40.0,Female,C3,Southampton,1.0,25.0,0
454,20.0,Male,C3,Queenstown,0.0,15.0,0
455,41.0,Male,C3,Southampton,0.0,24.0,0
456,30.0,Male,C1,Cherbourg,0.0,27.0,0
457,25.0,Male,C2,Southampton,0.0,10.0,0
458,24.0,Male,C3,Southampton,0.0,9.0,0
459,42.0,Male,C1,Southampton,1.0,26.0,0
460,45.0,Female,C3,Southampton,0.0,7.0,0
461,36.0,Male,C3,Southampton,1.0,15.0,0
462,30.0,Female,C3,Southampton,1.0,15.0,0
463,28.0,Male,C3,Southampton,0.0,56.0,0
464,61.0,Male,C2,Queenstown,0.0,12.0,0
465,28.0,Male,C3,Southampton,0.0,9.0,0
466,25.0,Male,C3,Southampton,1.0,7.0,0
467,31.0,Male,C3,Southampton,1.0,16.0,0
468,34.0,Female,C3,Southampton,1.0,16.0,0
469,29.0,Male,C1,Southampton,0.0,30.0,0
470,30.0,Male,C1,Southampton,1.0,45.0,0
471,50.0,Male,C2,Southampton,1.0,26.0,0
472,50.0,Male,C3,Southampton,1.0,7.0,0
473,30.0,Male,C3,Cherbourg,1.0,6.0,0
474,44.0,Male,C3,Southampton,0.0,7.0,0
475,36.0,Male,C2,Southampton,1.0,12.0,0
476,57.0,Female,C2,Southampton,0.0,10.0,0
477,32.0,Male,Crew,Belfast,0.0,0.0,0
478,30.0,Male,C1,Southampton,0.0,26.0,0
479,20.0,Female,C3,Queenstown,0.0,7.0,0
480,25.0,Male,C2,Cherbourg,0.0,15.0,0
481,45.0,Male,C2,Cherbourg,1.0,37.0,0
482,32.0,Female,C3,Queenstown,0.0,7.0,0
483,47.0,Male,C2,Cherbourg,0.0,15.0,0
484,25.0,Male,C3,Cherbourg,0.0,7.0,0
485,18.0,Male,C1,Southampton,1.0,53.0,0
486,25.0,Male,Crew,Southampton,1.0,0.0,0
487,59.0,Male,Crew,Southampton,0.0,0.0,0
488,36.0,Male,C2,Southampton,0.0,16.0,0
489,53.0,Male,Crew,Belfast,1.0,0.0,0
490,46.0,Male,C1,Southampton,0.0,75.0,0
491,54.0,Male,C1,Southampton,1.0,51.0,0
492,36.0,Male,Crew,Belfast,0.0,0.0,0
493,32.0,Male,C2,Southampton,0.0,13.0,0
494,32.0,Male,C2,Southampton,1.0,13.0,0
495,42.0,Female,C3,Queenstown,0.0,7.0,0
496,46.0,Male,C2,Southampton,0.0,26.0,0
497,27.0,Male,C3,Southampton,1.0,16.0,0
498,19.0,Female,C3,Southampton,1.0,16.0,0
499,26.0,Male,Crew,Belfast,1.0,0.0,0
500,62.0,Female,C3,Southampton,1.0,8.0,0
501,32.0,Female,C3,Southampton,1.0,8.0,0
502,34.0,Male,C3,Southampton,1.0,8.0,0
503,48.0,Male,C3,Southampton,1.0,8.0,0
504,28.0,Male,C1,Cherbourg,1.0,82.0,0
505,65.0,Male,C1,Cherbourg,0.0,26.0,0
506,48.0,Male,C2,Southampton,1.0,13.0,0
507,44.0,Male,C1,Queenstown,1.0,90.0,0
508,71.0,Male,C2,Southampton,0.0,10.0,0
509,55.0,Male,C1,Southampton,0.0,30.0,0
510,47.0,Male,C1,Southampton,0.0,42.0,0
511,28.0,Male,C3,Queenstown,0.0,24.0,0
512,54.0,Male,C2,Southampton,0.0,14.0,0
513,38.0,Male,C2,Southampton,1.0,26.0,0
514,34.0,Male,C3,Southampton,0.0,8.0,0
515,31.0,Male,C3,Queenstown,0.0,7.0,0
516,28.0,Male,C3,Southampton,1.0,8.0,0
517,16.0,Male,C2,Southampton,0.0,10.0,0
518,18.0,Female,C3,Queenstown,0.0,15.0,0
519,63.0,Male,C2,Queenstown,1.0,9.0,0
520,29.0,Male,C3,Southampton,1.0,7.0,0
521,17.0,Male,C3,Cherbourg,0.0,7.0,0
522,36.0,Male,C3,Southampton,1.0,8.0,0
523,20.0,Male,C3,Cherbourg,0.0,7.0,0
524,36.0,Male,C1,Cherbourg,1.0,29.0,0
525,29.0,Male,C2,Cherbourg,1.0,30.0,0
526,26.0,Male,C2,Southampton,1.0,13.0,0
527,58.0,Male,C1,Cherbourg,0.0,113.0,0
528,19.0,Male,C2,Southampton,0.0,36.0,0
529,47.0,Male,Crew,Belfast,1.0,0.0,0
530,59.0,Male,C1,Southampton,0.0,26.0,0
531,29.0,Female,C3,Southampton,0.0,7.0,0
532,28.0,Male,C3,Southampton,0.0,8.0,0
533,60.0,Male,C3,Southampton,1.0,6.0,0
534,26.0,Male,C3,Queenstown,0.0,15.0,0
535,18.0,Male,C3,Queenstown,0.0,7.0,0
536,15.0,Male,C3,Queenstown,0.0,7.0,0
537,63.0,Male,Crew,Belfast,0.0,0.0,0
538,28.0,Male,C3,Southampton,1.0,22.0,0
539,31.0,Female,C3,Southampton,0.0,7.0,0
540,20.0,Male,C3,Southampton,0.0,9.0,0
541,30.0,Female,C3,Southampton,0.0,8.0,0
542,19.0,Female,C3,Southampton,0.0,8.0,0
543,20.0,Male,C3,Southampton,1.0,8.0,0
544,36.0,Male,C1,Cherbourg,0.0,27.0,0
545,23.0,Male,C2,Southampton,0.0,10.0,0
546,45.0,Male,Crew,Belfast,0.0,0.0,0
547,1.0,Male,C3,Southampton,0.0,39.0,0
548,15.0,Male,C3,Southampton,0.0,39.0,0
549,7.0,Male,C3,Southampton,0.0,39.0,0
550,2.0,Male,C3,Southampton,0.0,39.0,0
551,16.0,Male,C3,Southampton,0.0,39.0,0
552,41.0,Female,C3,Southampton,1.0,39.0,0
553,17.0,Male,C2,Southampton,0.0,10.0,0
554,40.0,Male,C1,Southampton,1.0,28.0,0
555,18.0,Male,C3,Southampton,0.0,14.0,0
556,32.0,Male,C3,Southampton,1.0,7.0,0
557,23.0,Male,Crew,Southampton,0.0,93.0,0
558,1.0,Male,C3,Southampton,0.0,13.0,0
559,4.0,Female,C3,Southampton,0.0,13.0,0
560,26.0,Female,C3,Southampton,1.0,13.0,0
561,29.0,Male,C1,Southampton,0.0,66.0,0
562,19.0,Male,C2,Southampton,0.0,10.0,0
563,49.0,Male,Crew,Belfast,1.0,0.0,0
564,39.0,Male,Crew,Cherbourg,1.0,15.0,0
565,41.0,Male,C2,Southampton,0.0,13.0,0
566,27.0,Female,C3,Queenstown,0.0,8.0,0
567,18.0,Female,C3,Southampton,1.0,7.0,0
568,24.0,Male,C1,Cherbourg,1.0,108.0,0
569,43.0,Male,C2,Southampton,0.0,21.0,0
570,24.0,Male,C3,Southampton,1.0,8.0,0
571,46.0,Male,C1,Southampton,1.0,52.0,0
572,27.0,Male,C2,Cherbourg,0.0,15.0,0
573,16.0,Male,C3,Cherbourg,0.0,8.0,0
574,2.0,Male,C3,Southampton,0.0,21.0,0
575,6.0,Male,C3,Southampton,0.0,21.0,0
576,3.0,Female,C3,Southampton,0.0,21.0,0
577,8.0,Female,C3,Southampton,0.0,21.0,0
578,29.0,Female,C3,Southampton,1.0,21.0,0
579,21.0,Male,C3,Cherbourg,0.0,7.0,0
580,50.0,Male,Crew,Belfast,1.0,0.0,0
581,54.0,Male,Crew,Southampton,1.0,0.0,0
582,36.0,Male,C2,Southampton,0.0,10.0,0
583,38.0,Male,C3,Southampton,0.0,7.0,0
584,33.0,Male,C2,Southampton,1.0,21.0,0
585,37.0,Male,C1,Cherbourg,0.0,19.54,0
586,10.0,Male,C3,Queenstown,0.0,29.0,0
587,4.0,Male,C3,Queenstown,0.0,29.0,0
588,6.0,Male,C3,Queenstown,0.0,29.0,0
589,2.0,Male,C3,Queenstown,0.0,29.0,0
590,8.0,Male,C3,Queenstown,0.0,29.0,0
591,39.0,Female,C3,Queenstown,0.0,29.0,0
592,23.0,Male,C2,Cherbourg,0.0,15.0,0
593,28.0,Male,Crew,Cherbourg,0.0,135.0,0
594,22.0,Female,C3,Southampton,0.0,39.0,0
595,35.0,Male,C3,Southampton,1.0,7.0,0
596,69.0,Male,C3,Southampton,0.0,14.0,0
597,64.0,Female,C3,Southampton,1.0,14.0,0
598,41.0,Male,Crew,Belfast,1.0,0.0,0
599,50.0,Male,C3,Southampton,0.0,14.0,0
600,45.0,Male,Crew,Cherbourg,1.0,247.0,0
601,48.0,Female,C3,Southampton,1.0,14.0,0
602,31.0,Male,C1,Southampton,0.0,50.0,0
603,49.0,Male,C3,Southampton,1.0,7.0,0
604,39.0,Male,C1,Southampton,1.0,50.0,0
605,2.0,Female,C3,Southampton,0.0,20.0,0
606,18.0,Male,C3,Southampton,0.0,20.0,0
607,41.0,Female,C3,Southampton,1.0,20.0,0
608,45.0,Male,C1,Cherbourg,0.0,79.0,0
609,36.0,Male,C1,Southampton,0.0,40.0,0
610,46.0,Male,C1,Cherbourg,1.0,59.0,0
611,55.0,Male,C3,Southampton,1.0,8.0,0
612,59.0,Male,C1,Southampton,1.0,26.0,0
613,31.0,Male,Crew,Belfast,0.0,0.0,0
614,32.0,Male,C3,Queenstown,0.0,24.0,0
615,61.0,Male,C1,Cherbourg,0.0,262.0,0
616,12.0,Male,C3,Southampton,0.0,69.0,0
617,5.0,Male,C3,Southampton,0.0,69.0,0
618,7.0,Female,C3,Southampton,0.0,69.0,0
619,14.0,Female,C3,Southampton,0.0,69.0,0
620,10.0,Female,C3,Southampton,0.0,69.0,0
621,20.0,Female,C3,Southampton,0.0,69.0,0
622,18.0,Male,C3,Southampton,0.0,69.0,0
623,16.0,Male,C3,Southampton,0.0,69.0,0
624,19.0,Male,C3,Southampton,0.0,69.0,0
625,44.0,Male,C3,Southampton,1.0,69.0,0
626,44.0,Female,C3,Southampton,1.0,69.0,0
627,17.0,Male,C3,Cherbourg,0.0,21.0,0
628,40.0,Male,C3,Cherbourg,0.0,21.0,0
629,16.0,Male,C3,Cherbourg,0.0,21.0,0
630,22.0,Male,C2,Southampton,0.0,13.0,0
631,42.0,Male,C3,Southampton,0.0,7.0,0
632,28.0,Male,C2,Southampton,1.0,13.0,0
633,10.0,Male,C3,Cherbourg,0.0,4.0,0
634,35.0,Male,C3,Southampton,1.0,19.54,0
635,29.0,Male,C2,Southampton,0.0,26.0,0
636,25.0,Male,C3,Queenstown,0.0,7.0,0
637,55.0,Male,C3,Southampton,1.0,15.0,0
638,26.0,Male,C3,Cherbourg,0.0,7.0,0
639,51.0,Male,C1,Cherbourg,1.0,55.0,0
640,40.0,Male,C3,Southampton,0.0,8.0,0
641,40.0,Male,C3,Southampton,1.0,7.0,0
642,59.0,Male,C2,Southampton,1.0,13.0,0
643,5.0,Male,C3,Southampton,0.0,27.0,0
644,11.0,Male,C3,Southampton,0.0,27.0,0
645,9.0,Female,C3,Southampton,0.0,27.0,0
646,2.0,Female,C3,Southampton,0.0,27.0,0
647,40.0,Male,C3,Southampton,1.0,27.0,0
648,43.0,Female,C3,Southampton,1.0,27.0,0
649,35.0,Male,C2,Southampton,0.0,10.0,0
650,56.0,Male,C1,Southampton,0.0,26.0,0
651,37.0,Male,C3,Southampton,0.0,8.0,0
652,62.0,Male,Crew,Southampton,1.0,0.0,0
653,56.0,Male,C1,Cherbourg,0.0,30.0,0
654,24.0,Male,C1,Cherbourg,1.0,60.0,0
655,57.0,Male,C1,Southampton,0.0,26.0,0
656,22.0,Female,Crew,Southampton,0.0,0.0,0
657,57.0,Male,C1,Cherbourg,0.0,146.0,0
658,31.0,Male,C3,Southampton,1.0,8.0,0
659,33.0,Male,C3,Cherbourg,0.0,8.0,0
660,42.0,Male,C2,Cherbourg,1.0,15.0,0
661,62.0,Male,C1,Southampton,1.0,26.0,0
662,64.0,Male,C1,Cherbourg,1.0,27.0,0
663,24.0,Male,C2,Southampton,0.0,10.0,0
664,59.0,Male,C3,Southampton,0.0,19.54,0
665,22.0,Female,C3,Southampton,0.0,9.0,0
666,67.0,Male,C1,Southampton,0.0,221.0,0
667,63.0,Female,C1,Southampton,0.0,221.0,0
668,26.0,Male,C3,Southampton,1.0,8.0,0
669,2.0,Female,C3,Southampton,0.0,10.0,0
670,29.0,Female,C3,Southampton,1.0,10.0,0
671,61.0,Male,C1,Southampton,1.0,32.0,0
672,74.0,Male,C3,Southampton,0.0,7.0,0
673,48.0,Male,Crew,Belfast,1.0,0.0,0
674,19.0,Male,Crew,Southampton,0.0,13.0,0
675,14.0,Male,C2,Southampton,0.0,65.0,0
676,43.0,Male,C3,Southampton,1.0,7.0,0
677,30.0,Male,C3,Cherbourg,0.0,6.0,0
678,54.0,Male,C1,Southampton,1.0,79.0,0
679,49.0,Male,C1,Cherbourg,0.0,110.0,0
680,36.0,Male,C3,Southampton,1.0,16.0,0
681,29.0,Male,C3,Cherbourg,0.0,7.0,0
682,29.0,Male,C2,Southampton,1.0,21.0,0
683,26.0,Female,C2,Southampton,1.0,21.0,0
684,36.0,Male,C3,Southampton,1.0,7.0,0
685,41.0,Male,C3,Southampton,0.0,8.0,0
686,39.0,Male,C1,Cherbourg,0.0,27.0,0
687,10.0,Male,C3,Southampton,0.0,14.0,0
688,9.0,Male,C3,Southampton,0.0,14.0,0
689,35.0,Male,C3,Southampton,1.0,14.0,0
690,35.0,Male,C3,Southampton,0.0,9.0,0
691,61.0,Male,C1,Belfast,1.0,33.0,0
692,10.0,Female,C3,Southampton,0.0,24.0,0
693,36.0,Male,C3,Southampton,0.0,24.0,0
694,30.0,Female,C3,Southampton,1.0,24.0,0
695,23.0,Male,C3,Southampton,0.0,9.0,0
696,46.0,Male,C3,Southampton,0.0,9.0,0
697,18.0,Female,C3,Southampton,0.0,18.0,0
698,31.0,Male,C3,Southampton,0.0,18.0,0
699,15.0,Male,C3,Southampton,0.0,18.0,0
700,31.0,Female,C3,Southampton,1.0,18.0,0
701,14.0,Female,C3,Southampton,0.0,7.0,0
702,26.0,Male,C3,Southampton,1.0,7.0,0
703,48.0,Male,C1,Southampton,0.0,34.0,0
704,36.0,Female,Crew,Southampton,0.0,0.0,0
705,48.0,Male,Crew,Belfast,0.0,0.0,0
706,42.0,Female,Crew,Southampton,1.0,0.0,0
707,35.0,Male,C3,Southampton,1.0,8.0,0
708,46.0,Male,C2,Southampton,1.0,21.0,0
709,31.0,Male,C3,Southampton,1.0,7.0,0
710,63.0,Male,C1,Cherbourg,1.0,75.0,0
711,23.0,Male,C3,Cherbourg,0.0,7.0,0
712,66.0,Male,C3,Southampton,0.0,8.0,0
713,61.0,Male,C1,Southampton,0.0,26.0,0
714,36.0,Male,C2,Southampton,1.0,27.0,0
715,65.0,Male,C2,Southampton,0.0,10.0,0
716,26.0,Male,Crew,Southampton,0.0,12.0,0
717,54.0,Male,C1,Southampton,1.0,77.0,0
718,21.0,Male,C1,Southampton,0.0,77.0,0
719,57.0,Male,C1,Southampton,0.0,164.0,0
720,51.0,Male,C3,Southampton,1.0,7.0,0
721,50.0,Male,C1,Southampton,0.0,211.0,0
722,27.0,Male,C1,Southampton,0.0,211.0,0
723,17.0,Male,C3,Southampton,0.0,6.0,0
724,18.0,Male,C3,Southampton,0.0,6.0,0
725,37.0,Male,C3,Cherbourg,1.0,8.0,0
726,51.0,Male,C1,Cherbourg,0.0,61.0,0
727,43.0,Male,C1,Southampton,1.0,35.0,0
728,24.0,Male,C3,Southampton,1.0,16.0,0
729,53.0,Male,Crew,Southampton,1.0,0.0,0
730,53.0,Male,C3,Southampton,0.0,7.0,0
731,36.0,Male,C3,Southampton,0.0,9.0,0
732,62.0,Male,C1,Southampton,0.0,26.0,0
733,27.0,Male,C3,Cherbourg,0.0,14.0,0
734,22.0,Female,C2,Southampton,0.0,13.0,0
735,64.0,Male,C1,Southampton,0.0,61.0,0
736,21.0,Female,C3,Southampton,0.0,8.0,0
737,36.0,Female,C3,Southampton,0.0,8.0,0
738,18.0,Male,C3,Southampton,0.0,8.0,0
739,38.0,Male,C3,Southampton,1.0,8.0,0
740,19.0,Male,C3,Southampton,1.0,7.0,0
741,34.0,Male,C3,Cherbourg,0.0,6.0,0
742,16.0,Male,C3,Cherbourg,0.0,7.0,0
743,39.0,Female,C3,Southampton,0.0,20.0,1
744,16.0,Female,C3,Southampton,0.0,7.0,1
745,25.0,Male,C3,Southampton,0.0,7.0,1
746,28.0,Female,C2,Cherbourg,0.0,24.0,1
747,19.0,Male,C3,Southampton,0.0,7.0,1
748,38.0,Female,C3,Cherbourg,0.0,7.0,1
749,27.0,Male,C3,Cherbourg,1.0,18.0,1
750,1.0,Male,C3,Southampton,0.0,9.0,1
751,21.0,Female,C3,Southampton,0.0,9.0,1
752,2.0,Female,C3,Cherbourg,0.0,19.0,1
753,5.0,Female,C3,Cherbourg,0.0,19.0,1
754,3.0,Female,C3,Cherbourg,0.0,19.0,1
755,23.0,Female,C3,Cherbourg,0.0,19.0,1
756,25.0,Male,C3,Cherbourg,1.0,7.0,1
757,29.0,Female,C1,Southampton,0.0,211.0,1
758,24.0,Male,Crew,Southampton,0.0,0.0,1
759,1.0,Male,C1,Southampton,0.0,151.0,1
760,19.0,Female,C3,Southampton,0.0,7.0,1
761,42.0,Male,C1,Southampton,1.0,26.0,1
762,42.0,Male,Crew,Southampton,0.0,0.0,1
763,62.0,Female,C1,Cherbourg,0.0,77.0,1
764,19.0,Male,Crew,Southampton,0.0,0.0,1
765,36.0,Female,C2,Southampton,1.0,26.0,1
766,53.0,Female,C1,Southampton,1.0,51.0,1
767,35.0,Male,Crew,Southampton,1.0,0.0,1
768,3.0,Male,C3,Southampton,0.0,31.0,1
769,5.0,Female,C3,Southampton,0.0,31.0,1
770,23.0,Male,C3,Southampton,0.0,7.0,1
771,38.0,Female,C3,Southampton,1.0,31.0,1
772,18.0,Female,C1,Cherbourg,1.0,247.0,1
773,24.0,Female,C1,Cherbourg,0.0,69.0,1
774,20.0,Male,Crew,Southampton,0.0,0.0,1
775,15.0,Female,C3,Cherbourg,0.0,7.0,1
776,33.0,Female,C3,Southampton,0.0,15.0,1
777,18.0,Female,C3,Southampton,0.0,8.0,1
778,28.0,Male,Crew,Southampton,1.0,0.0,1
779,46.0,Male,Crew,Southampton,1.0,0.0,1
780,18.0,Male,Crew,Southampton,0.0,0.0,1
781,36.0,Female,C2,Southampton,0.0,13.0,1
782,26.0,Female,Crew,Southampton,0.0,78.0,1
783,47.0,Male,C1,Southampton,0.0,30.0,1
784,29.0,Male,Crew,Southampton,0.0,0.0,1
785,31.0,Female,Crew,Cherbourg,0.0,76.0,1
786,50.0,Female,C1,Cherbourg,0.0,247.0,1
787,32.0,Male,C2,Southampton,1.0,26.0,1
788,22.0,Female,C2,Southampton,0.0,26.0,1
789,1.0,Male,C2,Southampton,0.0,39.0,1
790,4.0,Female,C2,Southampton,0.0,39.0,1
791,12.0,Female,C2,Southampton,0.0,39.0,1
792,35.0,Female,C2,Southampton,0.0,39.0,1
793,37.0,Male,C1,Southampton,0.0,52.0,1
794,46.0,Female,C1,Southampton,1.0,52.0,1
795,34.0,Male,C2,Southampton,0.0,13.0,1
796,26.0,Male,C1,Cherbourg,0.0,30.0,1
797,33.0,Female,Crew,Southampton,1.0,0.0,1
798,19.0,Female,C2,Southampton,0.0,13.0,1
799,39.0,Female,Crew,Cherbourg,0.0,63.0,1
800,46.0,Female,Crew,Cherbourg,0.0,247.0,1
801,32.0,Male,C3,Southampton,1.0,56.0,1
802,31.0,Female,Crew,Southampton,0.0,221.0,1
803,25.0,Male,C1,Cherbourg,1.0,91.0,1
804,19.0,Female,C1,Cherbourg,1.0,91.0,1
805,28.0,Male,C1,Southampton,0.0,26.0,1
806,22.0,Male,Crew,Southampton,0.0,0.0,1
807,39.0,Male,C1,Cherbourg,1.0,31.0,1
808,45.0,Female,Crew,Southampton,1.0,0.0,1
809,30.0,Female,C1,Southampton,0.0,164.0,1
810,61.0,Female,C1,Southampton,0.0,26.0,1
811,45.0,Female,Crew,Cherbourg,0.0,262.0,1
812,22.0,Female,C1,Southampton,0.0,55.0,1
813,31.0,Female,Crew,Southampton,0.0,0.0,1
814,28.0,Male,Crew,Belfast,1.0,0.0,1
815,22.0,Female,C3,Queenstown,0.0,7.0,1
816,37.0,Male,C1,Southampton,0.0,26.0,1
817,42.0,Male,Crew,Southampton,1.0,0.0,1
818,22.0,Male,Crew,Belfast,0.0,0.0,1
819,42.0,Male,Crew,Belfast,1.0,0.0,1
820,18.0,Female,Crew,Southampton,0.0,13.0,1
821,15.0,Female,C2,Southampton,0.0,39.0,1
822,34.0,Male,Crew,Belfast,0.0,0.0,1
823,59.0,Female,C1,Southampton,0.0,51.0,1
824,39.0,Female,C2,Southampton,1.0,39.0,1
825,44.0,Female,C1,Cherbourg,1.0,27.0,1
826,20.0,Female,C2,Southampton,0.0,26.0,1
827,21.0,Male,C3,Queenstown,0.0,7.0,1
828,58.0,Female,C1,Cherbourg,0.0,76.0,1
829,26.0,Male,Crew,Southampton,0.0,0.0,1
830,39.0,Male,Crew,Belfast,0.0,0.0,1
831,41.0,Female,Crew,Cherbourg,0.0,134.0,1
832,39.0,Female,C2,Southampton,1.0,13.0,1
833,1.0,Male,C2,Southampton,0.0,29.0,1
834,26.0,Male,C2,Southampton,0.0,29.0,1
835,28.0,Female,C2,Southampton,1.0,29.0,1
836,35.0,Female,C2,Southampton,0.0,21.0,1
837,52.0,Female,C1,Cherbourg,1.0,27.0,1
838,36.0,Male,C1,Cherbourg,1.0,512.0,1
839,58.0,Female,C1,Cherbourg,1.0,512.0,1
840,11.0,Male,C1,Southampton,0.0,120.0,1
841,14.0,Female,C1,Southampton,0.0,120.0,1
842,36.0,Male,C1,Southampton,1.0,120.0,1
843,36.0,Female,C1,Southampton,1.0,120.0,1
844,36.0,Female,C1,Cherbourg,0.0,27.0,1
845,33.0,Female,Crew,Southampton,0.0,0.0,1
846,25.0,Female,C1,Southampton,1.0,78.0,1
847,47.0,Female,C1,Southampton,1.0,61.0,1
848,27.0,Male,C1,Southampton,0.0,53.0,1
849,32.0,Female,C1,Southampton,1.0,53.0,1
850,32.0,Male,Crew,Southampton,1.0,0.0,1
851,36.0,Female,Crew,Cherbourg,0.0,262.0,1
852,30.0,Female,C1,Southampton,0.0,86.0,1
853,45.0,Male,C1,Cherbourg,0.0,29.0,1
854,48.0,Female,C1,Southampton,1.0,55.0,1
855,32.0,Male,C3,Southampton,0.0,56.0,1
856,25.0,Female,C2,Southampton,0.0,30.0,1
857,52.0,Female,C2,Southampton,1.0,30.0,1
858,40.0,Male,Crew,Southampton,0.0,0.0,1
859,26.0,Female,C1,Cherbourg,1.0,136.0,1
860,28.0,Female,C2,Southampton,1.0,26.0,1
861,22.0,Female,Crew,Southampton,0.0,151.0,1
862,33.0,Male,Crew,Southampton,0.0,0.0,1
863,19.0,Male,C3,Southampton,0.0,8.0,1
864,25.0,Male,C2,Southampton,0.0,10.0,1
865,17.0,Male,Crew,Southampton,0.0,0.0,1
866,38.0,Male,Crew,Southampton,0.0,0.0,1
867,8.0,Female,C2,Southampton,0.0,26.0,1
868,30.0,Female,C2,Southampton,1.0,26.0,1
869,34.0,Male,Crew,Southampton,1.0,0.0,1
870,39.0,Female,C1,Cherbourg,0.0,83.0,1
871,64.0,Female,C1,Cherbourg,0.0,83.0,1
872,23.0,Female,C3,Queenstown,0.0,7.0,1
873,22.0,Female,C2,Southampton,1.0,10.0,1
874,55.0,Female,C1,Southampton,0.0,25.0,1
875,16.0,Female,C3,Queenstown,0.0,7.0,1
876,30.0,Male,Crew,Southampton,1.0,0.0,1
877,3.0,Male,C3,Southampton,0.0,15.0,1
878,9.0,Male,C3,Southampton,0.0,15.0,1
879,36.0,Female,C3,Southampton,1.0,15.0,1
880,43.0,Male,Crew,Belfast,1.0,0.0,1
881,16.0,Female,C3,Southampton,0.0,16.0,1
882,21.0,Male,Crew,Southampton,0.0,0.0,1
883,39.0,Female,C1,Southampton,0.0,26.0,1
884,64.0,Female,C1,Southampton,1.0,71.0,1
